시군구,번지,본번,부번,단지명,전용면적,계약년월,계약일,거래금액,층,건축년도,도로명,해제사유발생일,등기신청일자,거래유형,중개사소재지
전라북도 전주덕진구 인후동1가,500-1,500,1,삼호,74.205,202308,21,"11,400",4,1990,안덕원로 311,,20230828,직거래,-
전라북도 전주덕진구 인후동1가,951-3,951,3,아중마을부영(3차),59.472,202308,23,"12,400",3,1999,아중로 180,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 인후동1가,951-3,951,3,아중마을부영(3차),49.9514,202308,30,"9,100",5,1999,아중로 180,,20230908,중개거래,전북 전주덕진구
전라북도 전주덕진구 인후동1가,951-7,951,7,아중마을부영(5차),59.472,202308,18,"12,500",2,1999,한배미로 33,,20230908,중개거래,전북 전주덕진구
전라북도 전주덕진구 인후동1가,951-7,951,7,아중마을부영(5차),49.9514,202308,22,"8,800",1,1999,한배미로 33,,20230925,중개거래,전북 전주덕진구
전라북도 전주덕진구 인후동1가,918-1,918,1,아중마을부영(6차),59.987,202308,28,"17,700",8,2003,무삼지로 10,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 인후동1가,918-1,918,1,아중마을부영(6차),84.8246,202309,2,"19,700",10,2003,무삼지로 10,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 인후동1가,951-2,951,2,아중마을제일,59.6206,202308,31,"14,000",14,2000,아중로 170,,20230831,직거래,-
전라북도 전주덕진구 인후동1가,858-2,858,2,아중현대,84.96,202309,1,"22,200",3,1998,석소로 55,,20230911,직거래,-
전라북도 전주덕진구 인후동1가,890-1,890,1,인후꿈마을부영(2차),59.933,202308,16,"9,000",5,1999,무삼지로 40,,20230828,직거래,-
전라북도 전주덕진구 인후동1가,890-1,890,1,인후꿈마을부영(2차),59.933,202308,16,"14,000",11,1999,무삼지로 40,,20230831,중개거래,"전북 전주덕진구, 전북 전주완산구"
전라북도 전주덕진구 인후동1가,890-1,890,1,인후꿈마을부영(2차),59.933,202308,21,"12,500",12,1999,무삼지로 40,,20230915,중개거래,전북 전주덕진구
전라북도 전주덕진구 인후동1가,890-1,890,1,인후꿈마을부영(2차),59.933,202308,23,"10,000",3,1999,무삼지로 40,,20230908,중개거래,전북 전주덕진구
전라북도 전주덕진구 인후동1가,890-1,890,1,인후꿈마을부영(2차),59.933,202308,31,"12,000",10,1999,무삼지로 40,20230925, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 인후동1가,890-1,890,1,인후꿈마을부영(2차),59.933,202308,31,"12,000",10,1999,무삼지로 40,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 인후동1가,890-1,890,1,인후꿈마을부영(2차),59.933,202309,4,"9,900",1,1999,무삼지로 40,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 인후동1가,1029,1029,0,인후동한신휴플러스,84.761,202308,19,"28,000",14,2006,안덕원로 251,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 인후동1가,1029,1029,0,인후동한신휴플러스,84.761,202308,21,"28,700",17,2006,안덕원로 251,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 인후동1가,1029,1029,0,인후동한신휴플러스,59.991,202308,22,"21,300",19,2006,안덕원로 251,,20230914,중개거래,전북 전주덕진구
전라북도 전주덕진구 인후동1가,1029,1029,0,인후동한신휴플러스,114.805,202308,23,"38,000",10,2006,안덕원로 251,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 인후동1가,1029,1029,0,인후동한신휴플러스,114.805,202308,24,"38,000",10,2006,안덕원로 251,,20230830,직거래,-
전라북도 전주덕진구 인후동1가,1029,1029,0,인후동한신휴플러스,59.991,202308,24,"26,200",14,2006,안덕원로 251,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 인후동1가,541,541,0,인후송정써미트,84.5706,202309,3,"24,000",5,2008,안덕원로 325,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 인후동1가,1035,1035,0,전주인후휴먼시아,59.58,202308,31,"18,000",4,2008,팽나무2길 7,,20230904,중개거래,전북 전주덕진구
전라북도 전주덕진구 인후동1가,802-1,802,1,진버들마을부영(1차),49.83,202308,20,"9,750",5,1999,진버들3길 10,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 인후동2가,1561-1,1561,1,건지산이지움아파트,59.94,202308,18,"26,200",16,2016,백동2길 11,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 인후동2가,1614,1614,0,에버파크,55.806,202308,21,"17,800",5,2016,심방죽6길 8,,20231004,중개거래,전북 전주덕진구
전라북도 전주덕진구 장동,1111,1111,0,대방디엠시티,106.0219,202308,30,"73,500",29,2020,기지로 77,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 장동,1052-2,1052,2,장동에코르,84.86,202308,16,"16,800",6,2009,정암길 19,,20230920,중개거래,"전북 완주군, 전북 전주덕진구"
전라북도 전주덕진구 장동,1063,1063,0,전북혁신우미린2단지,84.9904,202308,28,"39,500",4,2013,틀못4길 17,,20230829,직거래,-
전라북도 전주덕진구 장동,1063,1063,0,전북혁신우미린2단지,84.9904,202308,29,"39,700",6,2013,틀못4길 17,, ,중개거래,"전북 전주덕진구, 전북 전주완산구"
전라북도 전주덕진구 장동,1063,1063,0,전북혁신우미린2단지,84.9904,202309,2,"39,600",8,2013,틀못4길 17,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 장동,1064,1064,0,전주혁신중흥에스클래스,84.9926,202308,23,"46,500",1,2016,틀못3길 16,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 장동,1074,1074,0,호반베르디움5단지,111.0137,202308,31,"63,500",11,2016,틀못1길 15,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 장동,1075,1075,0,호반베르디움6단지,101.9576,202308,17,"52,000",2,2016,출판로 69,,20230908,직거래,-
전라북도 전주덕진구 장동,1075,1075,0,호반베르디움6단지,101.9576,202308,18,"57,000",15,2016,출판로 69,,20230830,직거래,-
전라북도 전주덕진구 장동,1075,1075,0,호반베르디움6단지,84.8281,202309,2,"50,400",15,2016,출판로 69,, ,중개거래,"전북 전주덕진구, 전북 전주완산구"
전라북도 전주덕진구 장동,1086,1086,0,호반베르디움더클래스,102.5648,202308,17,"61,300",14,2014,출판로 87,,20230920,중개거래,전북 전주덕진구
전라북도 전주덕진구 장동,1086,1086,0,호반베르디움더클래스,118.2247,202308,20,"57,500",3,2014,출판로 87,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 중동,798,798,0,전북혁신우미린1단지,84.9776,202308,19,"45,500",7,2013,오공로 70,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 중동,798,798,0,전북혁신우미린1단지,84.9713,202308,21,"44,900",11,2013,오공로 70,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 중동,807,807,0,전북혁신호반건설더클래스2,101.9731,202308,23,"59,500",7,2014,오공로 100,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 중동,789,789,0,호반베르디움,84.919,202308,26,"45,900",2,2013,오공로 71,, ,중개거래,"전북 완주군, 전북 전주덕진구"
전라북도 전주덕진구 중동,789,789,0,호반베르디움,84.919,202308,28,"49,300",14,2013,오공로 71,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 중동,789,789,0,호반베르디움,84.919,202308,29,"48,000",5,2013,오공로 71,,20230905,중개거래,전북 전주덕진구
전라북도 전주덕진구 진북동,416,416,0,우성,59.78,202308,18,"13,800",18,1995,태진로 101,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 진북동,416,416,0,우성,84.98,202308,19,"20,800",9,1995,태진로 101,,20231005,중개거래,전북 전주덕진구
전라북도 전주덕진구 진북동,416,416,0,우성,59.78,202308,24,"10,500",7,1995,태진로 101,,20230830,중개거래,전북 전주덕진구
전라북도 전주덕진구 진북동,416,416,0,우성,59.78,202308,26,"12,980",10,1995,태진로 101,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 진북동,416,416,0,우성,59.78,202309,2,"10,500",5,1995,태진로 101,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 팔복동2가,130-2,130,2,팔복동남양임대,37.8,202308,23,"5,150",10,1999,팔복1길 6,,20230906,중개거래,전북 전주덕진구
전라북도 전주덕진구 호성동1가,731-4,731,4,신동아,59.39,202309,2,"10,700",2,1989,호성1길 29,,20230925,중개거래,전북 전주덕진구
전라북도 전주덕진구 호성동1가,718,718,0,엘지동아,126.27,202308,23,"21,500",1,1995,호성로 40,,20230915,중개거래,전북 전주덕진구
전라북도 전주덕진구 호성동1가,792,792,0,유원파크맨션,84.98,202309,2,"12,800",1,1991,소리로 191,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 호성동1가,851,851,0,진흥더블파크2단지,84.8236,202308,24,"33,000",12,2005,호성로 136,20230921, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 호성동1가,851,851,0,진흥더블파크2단지,84.8236,202308,24,"33,000",12,2005,호성로 136,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 호성동1가,851,851,0,진흥더블파크2단지,84.5923,202308,26,"26,000",2,2005,호성로 136,,20230926,중개거래,전북 전주덕진구
전라북도 전주덕진구 호성동1가,747,747,0,호성동신,70.26,202308,20,"10,000",4,1991,동부대로 787,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 호성동1가,747,747,0,호성동신,84.66,202308,25,"13,000",13,1991,동부대로 787,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 호성동1가,747,747,0,호성동신,70.26,202308,31,"8,600",6,1991,동부대로 787,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 호성동1가,747,747,0,호성동신,84.66,202309,4,"12,300",3,1991,동부대로 787,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 호성동1가,900,900,0,호성주공1차,49.65,202308,24,"9,900",5,1997,소리로 179,,20230918,중개거래,전북 전주덕진구
전라북도 전주덕진구 호성동1가,900,900,0,호성주공1차,49.65,202308,29,"10,500",7,1997,소리로 179,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 호성동1가,900,900,0,호성주공2차,59.99,202308,16,"12,000",13,1997,소리로 179,,20230912,직거래,-
전라북도 전주덕진구 호성동1가,900,900,0,호성주공2차,59.99,202308,17,"13,000",11,1997,소리로 179,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 호성동1가,900,900,0,호성주공2차,59.99,202308,21,"13,450",4,1997,소리로 179,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 호성동1가,900,900,0,호성주공2차,49.65,202308,21,"10,500",8,1997,소리로 179,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 호성동1가,900,900,0,호성주공2차,59.99,202308,25,"11,000",15,1997,소리로 179,,20230913,직거래,-
전라북도 전주덕진구 호성동1가,900,900,0,호성주공2차,59.99,202308,26,"13,900",15,1997,소리로 179,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 호성동1가,900,900,0,호성주공2차,59.99,202308,28,"14,000",5,1997,소리로 179,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 호성동1가,900,900,0,호성주공2차,39.74,202308,29,"7,450",13,1997,소리로 179,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 호성동2가,634,634,0,진흥W-PARK,103.161,202308,19,"32,900",5,2008,호성로 170,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 호성동2가,634,634,0,진흥W-PARK,157.569,202308,23,"48,000",10,2008,호성로 170,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 호성동2가,634,634,0,진흥W-PARK,103.161,202308,26,"30,700",2,2008,호성로 170,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 호성동2가,634,634,0,진흥W-PARK,84.73,202308,26,"31,000",10,2008,호성로 170,, ,중개거래,전북 전주덕진구
전라북도 전주덕진구 호성동2가,634,634,0,진흥W-PARK,157.569,202308,28,"43,500",7,2008,호성로 170,,20230901,중개거래,전북 전주덕진구
전라북도 전주완산구 대성동,17,17,0,대성영동,79.57,202308,19,"7,800",3,1991,고덕산1길 16,,20230825,직거래,-
전라북도 전주완산구 대성동,466-1,466,1,대성참조은,41.12,202309,1,"3,500",9,1996,내원당길 47,,20230908,중개거래,전북 전주완산구
전라북도 전주완산구 대성동,19,19,0,영동고덕,66.96,202308,24,"5,000",2,1992,고덕산2길 9,,20230824,직거래,-
전라북도 전주완산구 삼천동1가,705-6,705,6,광진궁전맨션,141.79,202308,22,"19,300",8,1992,장승배기로 145,, ,중개거래,전북 전주완산구
전라북도 전주완산구 삼천동1가,585,585,0,광진목화,59.94,202309,1,"10,900",5,1987,성지산로 62,,20230904,중개거래,전북 전주완산구
전라북도 전주완산구 삼천동1가,305-10,305,10,대왕장미타운,59.86,202309,4,"12,350",10,1997,난전들로 257,, ,중개거래,전북 전주완산구
전라북도 전주완산구 삼천동1가,766-1,766,1,뜨란채5단지,59.39,202308,17,"18,800",7,2000,장승배기로 13,,20230918,중개거래,전북 전주완산구
전라북도 전주완산구 삼천동1가,766-1,766,1,뜨란채5단지,59.39,202309,2,"15,700",1,2000,장승배기로 13,, ,중개거래,전북 전주완산구
전라북도 전주완산구 삼천동1가,290-8,290,8,삼천남양,59.9625,202308,26,"13,500",15,1998,삼천천변1길 32,, ,중개거래,전북 전주완산구
전라북도 전주완산구 삼천동1가,290-8,290,8,삼천남양,59.9625,202309,2,"15,300",15,1998,삼천천변1길 32,20230920, ,중개거래,전북 전주완산구
전라북도 전주완산구 삼천동1가,290-8,290,8,삼천남양,59.9625,202309,2,"15,300",15,1998,삼천천변1길 32,, ,중개거래,전북 전주완산구
전라북도 전주완산구 삼천동1가,585-4,585,4,삼천주공3단지,39.69,202308,28,"10,000",1,1989,용리로 157,,20230922,중개거래,전북 전주완산구
전라북도 전주완산구 삼천동1가,722-2,722,2,삼천하이츠,59.94,202308,22,"15,300",5,1997,강변로 106-3,, ,중개거래,전북 전주완산구
전라북도 전주완산구 삼천동1가,722-2,722,2,삼천하이츠,59.94,202308,30,"15,000",9,1997,강변로 106-3,, ,중개거래,전북 전주완산구
전라북도 전주완산구 삼천동1가,585-3,585,3,세경,55.26,202308,29,"12,300",5,1986,성지산로 30,, ,중개거래,전북 전주완산구
전라북도 전주완산구 삼천동1가,585-3,585,3,세경,55.26,202309,1,"12,300",5,1986,성지산로 30,,20231004,중개거래,전북 전주완산구
전라북도 전주완산구 삼천동1가,585-10,585,10,세창짜임,84.9836,202308,25,"24,000",17,2006,용리로 179,,20231004,중개거래,전북 전주완산구
전라북도 전주완산구 삼천동1가,585-10,585,10,세창짜임,114.7882,202308,26,"37,000",9,2006,용리로 179,, ,중개거래,전북 전주완산구
전라북도 전주완산구 삼천동1가,585-10,585,10,세창짜임,103.7938,202309,2,"29,500",8,2006,용리로 179,, ,중개거래,전북 전주완산구
전라북도 전주완산구 삼천동1가,723-2,723,2,신일강변,59.98,202308,26,"13,500",3,1997,강변로 98,, ,중개거래,전북 전주완산구
전라북도 전주완산구 삼천동1가,723-2,723,2,신일강변,59.98,202308,29,"15,000",4,1997,강변로 98,,20230913,중개거래,전북 전주완산구
전라북도 전주완산구 삼천동1가,723-2,723,2,신일강변,59.98,202309,4,"13,000",10,1997,강변로 98,,20230904,직거래,-
전라북도 전주완산구 삼천동1가,705,705,0,오성대우맨션,84.78,202308,29,"19,800",4,1991,솟대로 24,,20230901,중개거래,전북 전주완산구
전라북도 전주완산구 삼천동1가,705-5,705,5,우성,101.615,202308,17,"16,700",3,1993,백제대로 13,,20230818,직거래,-
전라북도 전주완산구 삼천동1가,705-7,705,7,우성그린,59.69,202309,4,"9,400",6,1991,솟대로 10,, ,중개거래,전북 전주완산구
전라북도 전주완산구 삼천동1가,287-4,287,4,우성삼천2차,58.4,202308,24,"12,000",8,1998,삼천천변2길 51,,20230831,중개거래,전북 전주완산구
전라북도 전주완산구 삼천동1가,287-4,287,4,우성삼천2차,58.4,202308,28,"12,000",15,1998,삼천천변2길 51,, ,중개거래,전북 전주완산구
전라북도 전주완산구 삼천동1가,287-4,287,4,우성삼천2차,58.4,202308,31,"12,000",12,1998,삼천천변2길 51,,20230831,직거래,-
전라북도 전주완산구 삼천동1가,772,772,0,이안전주삼천,84.88,202308,23,"32,500",7,2014,용리로 165,,20231004,중개거래,전북 전주완산구
전라북도 전주완산구 삼천동1가,772,772,0,이안전주삼천,84.98,202308,24,"28,500",4,2014,용리로 165,, ,중개거래,전북 전주완산구
전라북도 전주완산구 삼천동1가,772,772,0,이안전주삼천,84.94,202308,28,"27,300",9,2014,용리로 165,, ,중개거래,전북 전주완산구
전라북도 전주완산구 삼천동1가,740-1,740,1,청솔금호타운,138.78,202308,24,"25,500",7,1995,안행5길 11,,20230925,중개거래,전북 전주완산구
전라북도 전주완산구 삼천동1가,286-10,286,10,호반리젠시빌,84.7555,202308,17,"20,000",1,2002,삼천천변3길 20,,20230817,직거래,-
전라북도 전주완산구 삼천동1가,286-10,286,10,호반리젠시빌,84.7555,202308,31,"29,500",11,2002,삼천천변3길 20,, ,중개거래,전북 전주완산구
전라북도 전주완산구 삼천동1가,286-10,286,10,호반리젠시빌,84.7555,202309,2,"24,400",10,2002,삼천천변3길 20,, ,중개거래,전북 전주완산구
전라북도 전주완산구 삼천동1가,300-3,300,3,흥건삼천1차,84.99,202308,19,"24,900",16,1999,삼천천변1길 46,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서서학동,981-1,981,1,송원(981-1),59.87,202309,1,"3,900",1,1990,흑석1길 53,,20230920,중개거래,전북 전주완산구
전라북도 전주완산구 서서학동,112-3,112,3,예그린,47.01,202308,27,"6,400",2,1980,팔달로 11,,20230829,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,995-1,995,1,거성유창,37.44,202308,23,"12,000",4,1983,백제대로 379,,20230829,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,764-1,764,1,남양대명미드웰,84.96,202309,4,"23,400",3,1995,당산로 55,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,295-3,295,3,남양은마,45,202308,28,"8,500",4,1986,전룡5길 21,,20230828,직거래,-
전라북도 전주완산구 서신동,965-3,965,3,대우DC대창,84.59,202308,16,"24,000",9,1999,새터로 100,,20230824,직거래,-
전라북도 전주완산구 서신동,965-3,965,3,대우DC대창,84.59,202308,25,"24,500",9,1999,새터로 100,,20230920,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,961,961,0,동아한일,60,202308,17,"15,000",12,1999,새터로 95,,20230904,중개거래,"전북 전주덕진구, 전북 전주완산구"
전라북도 전주완산구 서신동,961,961,0,동아한일,60,202308,19,"16,800",16,1999,새터로 95,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,961,961,0,동아한일,59.93,202308,21,"15,000",7,1999,새터로 95,,20230913,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,961,961,0,동아한일,59.706,202308,23,"16,500",9,1999,새터로 95,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,961,961,0,동아한일,59.93,202308,31,"15,000",15,1999,새터로 95,,20230904,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,961,961,0,동아한일,59.93,202309,4,"15,800",10,1999,새터로 95,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,762-1,762,1,비사벌,108.03,202309,2,"30,000",4,1995,당산로 34,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,572,572,0,서신e편한세상,166.744,202308,17,"65,000",8,2007,여울로 161,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,761-1,761,1,서신동광진,59.98,202308,23,"11,300",1,1995,온고을로 121,,20230823,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,761-1,761,1,서신동광진,59.98,202309,4,"15,250",13,1995,온고을로 121,,20231004,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,763-1,763,1,서신동신일,59.98,202308,23,"15,900",6,1995,온고을로 119,,20230925,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,763-1,763,1,서신동신일,59.98,202308,28,"13,500",10,1995,온고을로 119,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,763-1,763,1,서신동신일,59.98,202308,31,"14,400",7,1995,온고을로 119,,20230904,중개거래,"전북 전주덕진구, 전북 전주완산구"
전라북도 전주완산구 서신동,763-1,763,1,서신동신일,59.98,202309,1,"13,450",3,1995,온고을로 119,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,765-1,765,1,서신동아현대,134.88,202308,27,"41,500",9,1996,서신로 90,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,765-1,765,1,서신동아현대,99.99,202308,31,"28,500",1,1996,서신로 90,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,765-1,765,1,서신동아현대,99.983,202309,1,"28,750",14,1996,당산로 101,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,765-1,765,1,서신동아현대,99.983,202309,2,"32,500",11,1996,당산로 101,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,1044,1044,0,서신아이파크이편한세상,84.9901,202308,17,"47,500",3,2020,전주천서로 445,,20230920,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,1044,1044,0,서신아이파크이편한세상,84.9901,202308,26,"53,500",14,2020,전주천서로 445,,20230922,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,1044,1044,0,서신아이파크이편한세상,59.9961,202308,27,"37,300",14,2020,전주천서로 445,, ,중개거래,"전북 완주군, 전북 전주완산구"
전라북도 전주완산구 서신동,1044,1044,0,서신아이파크이편한세상,34.9989,202308,28,"15,400",3,2020,전주천서로 445,20230831, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,1044,1044,0,서신아이파크이편한세상,34.9989,202308,28,"15,400",3,2020,전주천서로 445,,20230908,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,1044,1044,0,서신아이파크이편한세상,84.9901,202308,29,"45,000",1,2020,전주천서로 445,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,1044,1044,0,서신아이파크이편한세상,59.9805,202308,30,"35,700",8,2020,전주천서로 445,,20230920,중개거래,전북 전주덕진구
전라북도 전주완산구 서신동,1044,1044,0,서신아이파크이편한세상,59.9894,202308,30,"34,750",13,2020,전주천서로 445,,20230922,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,960-1,960,1,서신엘지자이,109.036,202308,28,"32,000",10,1998,여울로 109,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,960-1,960,1,서신엘지자이,109.036,202308,31,"30,000",4,1998,여울로 109,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,960-1,960,1,서신엘지자이,109.036,202309,2,"33,800",3,1998,여울로 109,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,325-1,325,1,서신영창,72.79,202308,23,"9,000",8,1992,전룡5길 7,,20230908,직거래,-
전라북도 전주완산구 서신동,762-2,762,2,성원,59.97,202308,21,"14,800",16,1995,서신천변11길 22,,20230911,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,762-2,762,2,성원,59.97,202308,26,"14,750",17,1995,서신천변11길 22,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,762-2,762,2,성원,59.97,202308,31,"10,300",2,1995,서신천변11길 22,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,761-2,761,2,쌍용서신,59.028,202308,18,"10,000",4,1996,당산로 11,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,761-2,761,2,쌍용서신,59.028,202308,21,"11,300",11,1996,당산로 11,,20230925,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,764-2,764,2,제일비사벌새터마을,84.84,202308,29,"25,500",14,1995,당산로 43,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,962-2,962,2,중흥S-클래스,59.955,202308,19,"15,750",14,1998,새터로 74,,20230918,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,962-2,962,2,중흥S-클래스,59.955,202309,2,"16,300",14,1998,새터로 74,,20230905,중개거래,전북 전주완산구
전라북도 전주완산구 중노송동,01월 26일,26,1,기린봉,84.94,202308,22,"13,000",8,1993,견훤로 100,, ,중개거래,전북 전주덕진구
전라북도 전주완산구 중노송동,01월 26일,26,1,기린봉,84.94,202308,23,"14,000",8,1993,견훤로 100,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중노송동,01월 26일,26,1,기린봉,84.94,202308,28,"14,000",8,1993,견훤로 100,20230913, ,중개거래,전북 전주완산구
전라북도 전주완산구 중노송동,303,303,0,우성해오름,100.0362,202309,4,"23,000",4,2005,인봉남로 56,,20230922,중개거래,전북 전주완산구
전라북도 전주완산구 중노송동,797,797,0,한옥마을서해그랑블,39.6346,202308,20,"13,000",13,2018,견훤왕궁1길 10,,20230831,중개거래,전북 전주완산구
전라북도 전주완산구 중노송동,797,797,0,한옥마을서해그랑블,72.2839,202308,28,"34,000",8,2018,견훤왕궁1길 10,, ,직거래,-
전라북도 전주완산구 중노송동,797,797,0,한옥마을서해그랑블,84.9704,202309,2,"33,900",6,2018,견훤왕궁1길 10,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동1가,221-1,221,1,남양서원,59.94,202308,23,"9,800",3,1993,선너머4길 25,,20230823,직거래,-
전라북도 전주완산구 중화산동1가,162-42,162,42,동신,59.66,202308,30,"7,000",11,1990,강당4길 3,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동1가,329,329,0,현대(A단지),84.97,202308,16,"22,000",12,1999,안행로 175,,20230915,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동2가,223-2,223,2,거성근영(1),59.88,202308,17,"9,800",11,1993,선너머로 40,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동2가,485-27,485,27,광진햇빛찬2차,109.44,202308,19,"35,500",9,2009,강변로 304,, ,중개거래,"전북 전주덕진구, 전북 전주완산구"
전라북도 전주완산구 중화산동2가,850,850,0,영무예다음,84.9542,202308,17,"32,800",12,2015,안행로 165-5,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동2가,850,850,0,영무예다음,84.9542,202308,19,"31,400",5,2015,안행로 165-5,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동2가,850,850,0,영무예다음,83.667,202308,25,"35,000",15,2015,안행로 165-5,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동2가,256,256,0,우성근영타운,134.7,202308,19,"25,500",17,1996,영경1길 25,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동2가,482-1,482,1,"전주한신코아1차,2차",84.89,202308,24,"17,500",11,1990,신촌2길 20,,20230825,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동2가,194-9,194,9,중화산동광진2차,84.99,202308,23,"13,000",8,2000,선너머2길 40,,20230823,직거래,-
전라북도 전주완산구 중화산동2가,746-1,746,1,코오롱하늘채,84.863,202308,19,"37,500",15,2003,화산천변로 55,,20230831,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동2가,746-1,746,1,코오롱하늘채,84.863,202308,29,"35,000",3,2003,화산천변로 55,,20230927,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동2가,745-1,745,1,현대에코르,134.14,202308,25,"63,200",17,2003,화산천변로 50,,20230926,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동2가,745-1,745,1,현대에코르,134.14,202309,4,"61,500",17,2003,화산천변로 50,,20230922,중개거래,전북 전주완산구
전라북도 전주완산구 태평동,304,304,0,대양아리스타,59.175,202308,29,"23,200",18,2019,태평4길 11,, ,중개거래,전북 전주완산구
전라북도 전주완산구 태평동,291,291,0,전주태평SKVIEW,164.1304,202308,16,"67,000",11,2009,태평2길 22,, ,중개거래,전북 전주완산구
전라북도 전주완산구 태평동,291,291,0,전주태평SKVIEW,131.2309,202309,2,"57,000",11,2009,태평2길 22,, ,중개거래,전북 전주완산구
